time,accel_x_list,accel_y_list,accel_z_list,gyro_x_list,gyro_y_list,gyro_z_list,filename
2018-07-09T11:59:03.882016,0.579,0.148,0.857,0.549,-0.183,0.122,9_1_3.csv
2018-07-09T11:59:03.946185,0.579,0.148,0.857,0.793,-0.061,-0.061,9_1_3.csv
2018-07-09T11:59:03.994312,0.581,0.148,0.855,0.427,-0.061,0.061,9_1_3.csv
2018-07-09T11:59:04.043440,0.581,0.148,0.855,0.427,0.0,0.427,9_1_3.csv
2018-07-09T11:59:04.089061,0.582,0.148,0.857,0.366,0.244,0.305,9_1_3.csv
2018-07-09T11:59:04.136184,0.582,0.148,0.857,0.183,0.549,0.183,9_1_3.csv
2018-07-09T11:59:04.196342,0.58,0.149,0.858,-0.305,0.915,0.549,9_1_3.csv
2018-07-09T11:59:04.264522,0.583,0.147,0.861,0.122,-0.061,0.671,9_1_3.csv
2018-07-09T11:59:04.312146,0.579,0.146,0.854,0.671,-0.366,0.427,9_1_3.csv
2018-07-09T11:59:04.357265,0.579,0.146,0.854,1.22,-0.122,0.244,9_1_3.csv
2018-07-09T11:59:04.418930,0.583,0.151,0.855,0.488,0.0,0.366,9_1_3.csv
2018-07-09T11:59:04.468059,0.581,0.147,0.858,0.0,1.098,0.488,9_1_3.csv
2018-07-09T11:59:04.520200,0.581,0.147,0.858,-0.183,0.915,0.488,9_1_3.csv
2018-07-09T11:59:04.560305,0.581,0.146,0.86,-0.366,0.488,0.793,9_1_3.csv
2018-07-09T11:59:04.609439,0.581,0.146,0.86,-0.122,-0.366,0.915,9_1_3.csv
2018-07-09T11:59:04.665587,0.581,0.145,0.856,1.646,-1.707,0.427,9_1_3.csv
2018-07-09T11:59:04.712716,0.587,0.147,0.854,1.585,-1.28,0.061,9_1_3.csv
2018-07-09T11:59:04.758838,0.587,0.147,0.854,0.976,-0.61,-0.061,9_1_3.csv
2018-07-09T11:59:04.816996,0.586,0.147,0.854,0.549,0.671,0.122,9_1_3.csv
2018-07-09T11:59:05.092169,0.578,0.155,0.859,1.707,-0.183,-0.305,9_1_3.csv
2018-07-09T11:59:05.134280,0.581,0.157,0.855,2.256,-1.098,-0.732,9_1_3.csv
2018-07-09T11:59:05.181406,0.581,0.157,0.855,2.073,-0.366,-0.671,9_1_3.csv
2018-07-09T11:59:05.253095,0.58,0.16,0.852,0.0,1.22,0.183,9_1_3.csv
2018-07-09T11:59:05.310746,0.579,0.157,0.855,1.098,0.549,-0.244,9_1_3.csv
2018-07-09T11:59:05.364888,0.579,0.161,0.857,1.829,-0.183,-0.244,9_1_3.csv
2018-07-09T11:59:05.426049,0.579,0.161,0.857,1.707,-0.305,-0.305,9_1_3.csv
2018-07-09T11:59:05.478186,0.583,0.163,0.856,1.28,-0.244,-0.305,9_1_3.csv
2018-07-09T11:59:05.529321,0.577,0.165,0.847,1.098,1.037,-0.549,9_1_3.csv
2018-07-09T11:59:05.650138,0.577,0.168,0.86,-0.671,2.378,0.488,9_1_3.csv
2018-07-09T11:59:05.698264,0.574,0.162,0.861,-0.793,1.341,0.915,9_1_3.csv
2018-07-09T11:59:05.742719,0.574,0.162,0.861,-0.549,0.183,0.854,9_1_3.csv
2018-07-09T11:59:05.811901,0.577,0.16,0.86,0.488,-0.854,0.61,9_1_3.csv
2018-07-09T11:59:05.858523,0.577,0.163,0.854,0.549,-0.793,0.488,9_1_3.csv
2018-07-09T11:59:05.909156,0.577,0.163,0.854,0.549,-0.366,0.366,9_1_3.csv
2018-07-09T11:59:05.962297,0.578,0.163,0.854,-0.549,1.22,0.366,9_1_3.csv
2018-07-09T11:59:06.008918,0.578,0.161,0.86,-0.488,1.585,0.305,9_1_3.csv
2018-07-09T11:59:06.060053,0.578,0.161,0.86,-0.366,1.341,0.305,9_1_3.csv
2018-07-09T11:59:06.120712,0.575,0.16,0.858,0.427,0.061,0.305,9_1_3.csv
2018-07-09T11:59:06.186886,0.576,0.162,0.856,0.183,0.061,0.244,9_1_3.csv
2018-07-09T11:59:06.292664,0.577,0.161,0.857,-0.671,0.976,0.854,9_1_3.csv
2018-07-09T11:59:06.381397,0.577,0.158,0.86,0.061,0.122,0.61,9_1_3.csv
2018-07-09T11:59:06.431027,0.577,0.158,0.858,0.305,-0.488,0.427,9_1_3.csv
2018-07-09T11:59:06.493191,0.579,0.158,0.858,-0.061,0.183,0.61,9_1_3.csv
2018-07-09T11:59:06.552346,0.579,0.158,0.858,-0.244,0.854,0.549,9_1_3.csv
2018-07-09T11:59:06.610722,0.575,0.158,0.858,0.122,0.915,0.244,9_1_3.csv
2018-07-09T11:59:06.650828,0.576,0.158,0.86,0.122,0.793,0.122,9_1_3.csv
2018-07-09T11:59:06.699957,0.576,0.158,0.86,0.183,0.976,0.183,9_1_3.csv
2018-07-09T11:59:06.747040,0.577,0.157,0.859,-0.122,0.671,0.427,9_1_3.csv
2018-07-09T11:59:06.803187,0.577,0.157,0.859,0.122,0.305,0.488,9_1_3.csv
2018-07-09T11:59:06.855324,0.577,0.157,0.859,0.183,0.61,0.244,9_1_3.csv
