time,accel_x_list,accel_y_list,accel_z_list,gyro_x_list,gyro_y_list,gyro_z_list,filename
2018-07-12T10:57:12.649121,-0.934,-0.389,0.161,22.012,21.768,-15.793,16_4_1.csv
2018-07-12T10:57:12.700257,-0.919,-0.405,0.17,13.72,16.402,3.049,16_4_1.csv
2018-07-12T10:57:12.758413,-0.919,-0.497,0.149,10.305,11.159,17.073,16_4_1.csv
2018-07-12T10:57:12.801528,-0.919,-0.497,0.149,32.378,15.976,26.829,16_4_1.csv
2018-07-12T10:57:12.851160,-0.984,-0.505,0.109,45.61,11.646,33.78,16_4_1.csv
2018-07-12T10:57:12.899289,-0.917,-0.448,0.07,25.793,-9.024,41.402,16_4_1.csv
2018-07-12T10:57:12.960954,-0.917,-0.448,0.07,2.256,-21.22,43.415,16_4_1.csv
2018-07-12T10:57:13.024624,-0.851,-0.491,0.048,-0.122,-19.939,35.244,16_4_1.csv
2018-07-12T10:57:13.098822,-1.011,-0.509,0.011,21.768,-13.72,30.915,16_4_1.csv
2018-07-12T10:57:13.148956,-0.979,-0.409,0.025,-9.39,-29.939,21.89,16_4_1.csv
2018-07-12T10:57:13.194578,-0.979,-0.409,0.025,-46.951,-30.854,5.671,16_4_1.csv
2018-07-12T10:57:13.244210,-0.858,-0.467,0.109,-48.293,-19.695,-9.146,16_4_1.csv
2018-07-12T10:57:13.318592,-0.811,-0.615,0.169,-0.488,-2.317,-21.22,16_4_1.csv
2018-07-12T10:57:13.386273,-0.811,-0.759,0.057,53.537,22.561,-37.744,16_4_1.csv
2018-07-12T10:57:13.442423,-0.811,-0.759,0.057,98.476,41.098,-54.146,16_4_1.csv
2018-07-12T10:57:13.551214,-0.649,-0.63,-0.169,140.488,63.841,-88.902,16_4_1.csv
2018-07-12T10:57:13.601348,-0.649,-0.63,-0.169,138.659,64.146,-101.463,16_4_1.csv
2018-07-12T10:57:13.645967,-0.449,-0.562,-0.204,145.061,61.768,-96.037,16_4_1.csv
2018-07-12T10:57:13.707131,-0.281,-0.479,-0.233,178.659,80.244,-91.463,16_4_1.csv
2018-07-12T10:57:13.771803,-0.281,-0.479,-0.233,189.573,77.988,-79.573,16_4_1.csv
2018-07-12T10:57:13.834470,-0.172,-0.41,-0.159,68.598,71.768,-97.622,16_4_1.csv
2018-07-12T10:57:13.879591,-0.287,-0.097,0.075,72.805,54.695,-94.878,16_4_1.csv
2018-07-12T10:57:13.928723,-0.287,-0.097,0.075,-60.0,-46.524,-71.707,16_4_1.csv
2018-07-12T10:57:13.973342,-1.006,0.593,0.201,-131.22,60.671,-39.207,16_4_1.csv
2018-07-12T10:57:14.041022,-4.94,-0.047,1.342,423.781,-29.939,327.622,16_4_1.csv
2018-07-12T10:57:14.117226,-0.065,-1.397,1.984,220.915,-317.805,275.915,16_4_1.csv
2018-07-12T10:57:14.175883,-0.065,-1.397,1.984,-11.22,202.683,418.232,16_4_1.csv
2018-07-12T10:57:14.222507,0.487,0.064,-0.256,214.817,136.89,140.427,16_4_1.csv
2018-07-12T10:57:14.271638,-1.069,0.95,0.186,334.878,320.671,-0.366,16_4_1.csv
2018-07-12T10:57:14.316258,-1.069,0.95,0.186,-8.232,73.232,223.842,16_4_1.csv
2018-07-12T10:57:14.377922,-1.3,0.455,0.335,63.171,46.829,23.049,16_4_1.csv
2018-07-12T10:57:14.437582,-0.837,0.217,0.163,-34.207,-24.024,-30.549,16_4_1.csv
2018-07-12T10:57:14.506265,-0.853,0.829,0.15,0.793,-61.89,50.61,16_4_1.csv
2018-07-12T10:57:14.558906,-0.853,0.829,0.15,-11.28,-36.585,25.244,16_4_1.csv
2018-07-12T10:57:14.614555,-0.867,0.557,0.354,12.256,10.854,25.549,16_4_1.csv
2018-07-12T10:57:14.660678,-0.867,0.557,0.354,14.634,47.134,-9.085,16_4_1.csv
2018-07-12T10:57:14.727857,-0.734,0.458,0.223,6.768,4.268,-6.159,16_4_1.csv
2018-07-12T10:57:14.885278,-0.969,0.43,0.309,-10.122,-26.89,1.646,16_4_1.csv
2018-07-12T10:57:14.942932,-0.779,0.438,0.396,-7.439,-26.951,2.073,16_4_1.csv
2018-07-12T10:57:14.988554,-0.779,0.438,0.396,-8.902,-27.134,2.012,16_4_1.csv
2018-07-12T10:57:15.036683,-0.854,0.5,0.479,-2.866,-14.268,13.78,16_4_1.csv
2018-07-12T10:57:15.081302,-0.832,0.499,0.422,3.963,0.549,9.085,16_4_1.csv
2018-07-12T10:57:15.146977,-0.832,0.499,0.422,4.085,10.366,0.854,16_4_1.csv
2018-07-12T10:57:15.220674,-0.813,0.461,0.334,0.854,2.744,3.78,16_4_1.csv
2018-07-12T10:57:15.284846,-0.833,0.509,0.391,-0.427,1.707,-1.829,16_4_1.csv
2018-07-12T10:57:15.331971,-0.842,0.51,0.416,0.793,1.829,-3.293,16_4_1.csv
2018-07-12T10:57:15.382607,-0.842,0.51,0.416,-1.098,0.915,-2.012,16_4_1.csv
2018-07-12T10:57:15.443770,-0.838,0.479,0.387,-0.366,-2.195,2.561,16_4_1.csv
2018-07-12T10:57:15.510448,-0.813,0.477,0.381,0.122,-1.646,0.854,16_4_1.csv
2018-07-12T10:57:15.560582,-0.844,0.496,0.41,-0.732,0.915,-1.28,16_4_1.csv
2018-07-12T10:57:15.633276,-0.824,0.495,0.399,2.134,2.622,0.122,16_4_1.csv
2018-07-12T10:57:15.676392,-0.824,0.495,0.399,1.707,4.756,-1.829,16_4_1.csv
2018-07-12T10:57:15.723518,-0.834,0.49,0.386,1.037,4.695,-2.5,16_4_1.csv
2018-07-12T10:57:15.772649,-0.834,0.49,0.386,1.22,4.207,-2.073,16_4_1.csv
2018-07-12T10:57:15.847348,-0.838,0.481,0.373,0.549,3.049,-1.829,16_4_1.csv
2018-07-12T10:57:15.912522,-0.843,0.478,0.372,-0.671,1.524,-1.585,16_4_1.csv
2018-07-12T10:57:15.993238,-0.841,0.487,0.388,-2.012,-2.744,1.341,16_4_1.csv
2018-07-12T10:57:16.040364,-0.839,0.485,0.395,-1.951,-2.683,1.524,16_4_1.csv
2018-07-12T10:57:16.082978,-0.839,0.485,0.395,-0.793,-1.585,1.707,16_4_1.csv
2018-07-12T10:57:16.132109,-0.833,0.482,0.391,-0.427,-0.671,0.793,16_4_1.csv
2018-07-12T10:57:16.241401,-0.831,0.486,0.393,0.183,-0.305,2.744,16_4_1.csv
2018-07-12T10:57:16.305573,-0.828,0.492,0.396,-0.061,-0.122,0.854,16_4_1.csv
2018-07-12T10:57:16.365733,-0.83,0.491,0.395,0.427,0.427,0.061,16_4_1.csv
2018-07-12T10:57:16.414865,-0.83,0.491,0.395,0.122,-0.122,0.0,16_4_1.csv
2018-07-12T10:57:16.461991,-0.834,0.489,0.396,-1.037,-0.61,-1.28,16_4_1.csv
2018-07-12T10:57:16.506108,-0.834,0.489,0.396,-1.037,-0.366,-1.159,16_4_1.csv
2018-07-12T10:57:16.575794,-0.835,0.482,0.395,0.305,-0.854,0.976,16_4_1.csv
2018-07-12T10:57:16.642473,-0.832,0.483,0.397,-0.244,-2.012,1.829,16_4_1.csv
2018-07-12T10:57:16.696116,-0.829,0.495,0.407,-0.61,-1.22,1.524,16_4_1.csv
2018-07-12T10:57:16.753835,-0.829,0.495,0.407,0.549,0.244,0.366,16_4_1.csv
2018-07-12T10:57:16.826028,-0.824,0.485,0.397,-1.159,-1.159,2.5,16_4_1.csv
2018-07-12T10:57:16.891202,-0.825,0.491,0.403,-1.89,-1.707,0.915,16_4_1.csv
2018-07-12T10:57:16.941336,-0.826,0.497,0.415,-0.671,-0.122,-1.402,16_4_1.csv
2018-07-12T10:57:16.996985,-0.826,0.497,0.415,-0.183,0.366,0.0,16_4_1.csv
2018-07-12T10:57:17.052634,-0.821,0.485,0.405,-0.854,0.671,-1.28,16_4_1.csv
2018-07-12T10:57:17.099258,-0.833,0.488,0.41,-0.122,1.159,-2.378,16_4_1.csv
2018-07-12T10:57:17.158416,-0.833,0.488,0.41,-0.183,2.927,-3.049,16_4_1.csv
2018-07-12T10:57:17.222587,-0.836,0.487,0.41,0.427,1.829,-0.671,16_4_1.csv
2018-07-12T10:57:17.286258,-0.831,0.479,0.399,0.366,0.305,0.366,16_4_1.csv
2018-07-12T10:57:17.332381,-0.833,0.486,0.408,0.183,0.366,-0.366,16_4_1.csv
2018-07-12T10:57:17.379507,-0.833,0.486,0.408,0.366,0.915,-0.244,16_4_1.csv
2018-07-12T10:57:17.425129,-0.842,0.489,0.412,0.793,1.707,0.061,16_4_1.csv
2018-07-12T10:57:17.488799,-0.817,0.48,0.393,2.378,2.622,1.098,16_4_1.csv
2018-07-12T10:57:17.600597,-0.826,0.487,0.396,-0.61,2.439,-1.951,16_4_1.csv
2018-07-12T10:57:17.662263,-0.84,0.481,0.397,0.244,3.415,-4.146,16_4_1.csv
2018-07-12T10:57:17.706380,-0.84,0.481,0.397,0.305,3.902,-3.72,16_4_1.csv
2018-07-12T10:57:17.757015,-0.842,0.47,0.387,0.183,2.561,-2.317,16_4_1.csv
2018-07-12T10:57:17.800632,-0.842,0.47,0.387,-0.122,2.5,-1.89,16_4_1.csv
2018-07-12T10:57:17.860793,-0.847,0.475,0.388,0.61,2.683,-1.829,16_4_1.csv
2018-07-12T10:57:17.923460,-0.848,0.473,0.385,0.61,1.585,-0.61,16_4_1.csv
2018-07-12T10:57:17.989637,-0.848,0.47,0.384,0.488,1.098,0.183,16_4_1.csv
2018-07-12T10:57:18.034256,-0.848,0.47,0.384,0.732,1.28,0.183,16_4_1.csv
2018-07-12T10:57:18.102439,-0.847,0.472,0.38,0.976,-0.061,0.61,16_4_1.csv
2018-07-12T10:57:18.147058,-0.842,0.474,0.381,0.61,-0.549,1.402,16_4_1.csv
2018-07-12T10:57:18.211731,-0.845,0.474,0.388,-0.183,-0.915,0.793,16_4_1.csv
2018-07-12T10:57:18.277909,-0.845,0.474,0.388,0.0,-0.305,0.793,16_4_1.csv
2018-07-12T10:57:18.333054,-0.842,0.473,0.387,0.0,-0.061,0.366,16_4_1.csv
2018-07-12T10:57:18.380180,-0.843,0.476,0.386,-0.122,0.0,0.732,16_4_1.csv
2018-07-12T10:57:18.448864,-0.843,0.475,0.386,-0.366,0.183,-0.305,16_4_1.csv
2018-07-12T10:57:18.488971,-0.843,0.475,0.386,-0.122,-0.305,-0.244,16_4_1.csv
2018-07-12T10:57:18.548129,-0.842,0.473,0.387,-0.488,-0.305,-0.061,16_4_1.csv
2018-07-12T10:57:18.608290,-0.846,0.471,0.39,-1.098,-0.671,0.305,16_4_1.csv
2018-07-12T10:57:18.662435,-0.846,0.471,0.39,-1.646,-0.976,1.402,16_4_1.csv
2018-07-12T10:57:18.724600,-0.84,0.473,0.396,-2.622,-2.256,1.646,16_4_1.csv
2018-07-12T10:57:18.785764,-0.841,0.478,0.402,-0.366,-0.61,0.427,16_4_1.csv
2018-07-12T10:57:18.849935,-0.838,0.473,0.394,0.61,0.305,0.732,16_4_1.csv
2018-07-12T10:57:18.955216,-0.839,0.475,0.4,0.0,-0.854,0.549,16_4_1.csv
2018-07-12T10:57:19.018887,-0.838,0.476,0.401,0.183,-0.732,0.61,16_4_1.csv
2018-07-12T10:57:19.108125,-0.837,0.475,0.402,-0.061,-0.976,1.098,16_4_1.csv
2018-07-12T10:57:19.160766,-0.837,0.475,0.402,-0.183,-0.671,0.915,16_4_1.csv
2018-07-12T10:57:19.226943,-0.835,0.478,0.406,0.244,-0.244,0.488,16_4_1.csv
2018-07-12T10:57:19.274570,-0.833,0.476,0.404,0.061,0.244,0.427,16_4_1.csv
2018-07-12T10:57:19.333728,-0.837,0.478,0.404,0.183,1.22,-0.732,16_4_1.csv
2018-07-12T10:57:19.400406,-0.837,0.478,0.404,0.61,1.463,-0.915,16_4_1.csv
2018-07-12T10:57:19.449537,-0.835,0.474,0.405,0.488,1.585,-0.976,16_4_1.csv
2018-07-12T10:57:19.506690,-0.843,0.474,0.398,0.671,2.744,-1.707,16_4_1.csv
2018-07-12T10:57:19.557325,-0.843,0.474,0.398,0.732,2.561,-1.768,16_4_1.csv
2018-07-12T10:57:19.598936,-0.841,0.471,0.393,0.61,1.829,-1.159,16_4_1.csv
2018-07-12T10:57:19.649070,-0.841,0.471,0.393,0.366,1.28,-0.488,16_4_1.csv
2018-07-12T10:57:19.710735,-0.843,0.469,0.396,0.793,1.22,-0.61,16_4_1.csv
2018-07-12T10:57:19.770394,-0.843,0.471,0.394,0.549,2.195,-0.793,16_4_1.csv
2018-07-12T10:57:19.831558,-0.847,0.471,0.392,0.061,2.073,-1.159,16_4_1.csv
2018-07-12T10:57:19.880689,-0.847,0.471,0.392,0.122,1.768,-0.915,16_4_1.csv
2018-07-12T10:57:19.931324,-0.844,0.469,0.388,1.098,2.195,-1.28,16_4_1.csv
2018-07-12T10:57:19.974440,-0.849,0.463,0.382,0.793,2.012,-1.28,16_4_1.csv
2018-07-12T10:57:20.039613,-0.849,0.463,0.382,0.549,1.585,-1.341,16_4_1.csv
2018-07-12T10:57:20.091253,-0.852,0.464,0.385,0.244,1.524,-0.915,16_4_1.csv
2018-07-12T10:57:20.145396,-0.85,0.464,0.381,0.549,1.402,-0.122,16_4_1.csv
