time,accel_x_list,accel_y_list,accel_z_list,gyro_x_list,gyro_y_list,gyro_z_list,filename
2018-07-09T12:04:23.910153,-0.73,-0.44,0.639,9.024,3.415,2.622,9_3_3.csv
2018-07-09T12:04:24.035988,-0.73,-0.44,0.639,14.024,1.829,4.146,9_3_3.csv
2018-07-09T12:04:24.084617,-0.732,-0.406,0.659,5.671,2.195,1.22,9_3_3.csv
2018-07-09T12:04:24.130741,-0.732,-0.406,0.659,-4.329,-0.305,-1.768,9_3_3.csv
2018-07-09T12:04:24.180874,-0.717,-0.473,0.636,-10.244,-0.671,-1.89,9_3_3.csv
2018-07-09T12:04:24.239532,-0.721,-0.457,0.642,3.598,-0.183,0.793,9_3_3.csv
2018-07-09T12:04:24.292174,-0.721,-0.457,0.642,1.768,1.341,-0.122,9_3_3.csv
2018-07-09T12:04:24.336291,-0.731,-0.437,0.648,-0.305,-0.305,-0.488,9_3_3.csv
2018-07-09T12:04:24.379909,-0.731,-0.437,0.648,-2.195,-0.427,0.0,9_3_3.csv
2018-07-09T12:04:24.431546,-0.722,-0.457,0.644,-3.354,-1.707,-1.341,9_3_3.csv
2018-07-09T12:04:24.474660,-0.722,-0.457,0.644,-0.915,0.488,-1.28,9_3_3.csv
2018-07-09T12:04:24.537827,-0.722,-0.461,0.642,-3.11,-0.427,-1.22,9_3_3.csv
2018-07-09T12:04:24.599992,-0.726,-0.462,0.644,-2.073,-1.28,0.061,9_3_3.csv
2018-07-09T12:04:24.646114,-0.72,-0.454,0.648,1.037,0.366,-0.183,9_3_3.csv
2018-07-09T12:04:24.692737,-0.72,-0.454,0.648,2.439,0.671,-0.427,9_3_3.csv
2018-07-09T12:04:24.743371,-0.719,-0.464,0.647,-3.659,-0.427,-1.098,9_3_3.csv
2018-07-09T12:04:24.788992,-0.719,-0.464,0.647,-5.061,-0.488,-0.183,9_3_3.csv
2018-07-09T12:04:24.846146,-0.716,-0.468,0.641,3.293,-0.488,0.183,9_3_3.csv
2018-07-09T12:04:24.900793,-0.719,-0.453,0.652,0.183,0.305,-0.366,9_3_3.csv
2018-07-09T12:04:24.942405,-0.719,-0.453,0.652,-2.805,-0.671,-0.732,9_3_3.csv
2018-07-09T12:04:24.987524,-0.721,-0.467,0.641,-1.89,0.854,-0.488,9_3_3.csv
2018-07-09T12:04:25.039668,-0.721,-0.467,0.641,1.037,-0.793,-0.732,9_3_3.csv
2018-07-09T12:04:25.084787,-0.715,-0.467,0.645,-1.585,-0.427,-0.122,9_3_3.csv
2018-07-09T12:04:25.147961,-0.718,-0.464,0.642,-0.366,0.122,-0.732,9_3_3.csv
2018-07-09T12:04:25.205616,-0.713,-0.474,0.646,-3.476,-1.037,-0.549,9_3_3.csv
2018-07-09T12:04:25.252741,-0.713,-0.474,0.646,-1.463,-1.402,-0.915,9_3_3.csv
2018-07-09T12:04:25.304378,-0.713,-0.467,0.647,1.524,0.061,-0.305,9_3_3.csv
2018-07-09T12:04:25.523463,-0.714,-0.473,0.643,2.439,-0.122,0.732,9_3_3.csv
2018-07-09T12:04:25.569586,-0.712,-0.474,0.649,1.098,1.341,0.244,9_3_3.csv
2018-07-09T12:04:25.613203,-0.72,-0.466,0.649,3.659,2.561,1.22,9_3_3.csv
2018-07-09T12:04:25.679378,-0.72,-0.466,0.649,2.256,0.976,0.915,9_3_3.csv
2018-07-09T12:04:25.741542,-0.709,-0.473,0.644,-2.012,1.829,0.0,9_3_3.csv
2018-07-09T12:04:25.788166,-0.712,-0.482,0.636,1.22,1.951,0.976,9_3_3.csv
2018-07-09T12:04:25.839301,-0.712,-0.482,0.636,4.207,2.256,1.463,9_3_3.csv
2018-07-09T12:04:25.913999,-0.719,-0.459,0.646,-0.122,0.854,0.427,9_3_3.csv
2018-07-09T12:04:25.978169,-0.718,-0.463,0.647,1.829,2.561,0.549,9_3_3.csv
2018-07-09T12:04:26.023288,-0.719,-0.467,0.636,0.122,1.585,0.122,9_3_3.csv
2018-07-09T12:04:26.068910,-0.719,-0.467,0.636,0.061,1.524,0.427,9_3_3.csv
2018-07-09T12:04:26.114028,-0.723,-0.475,0.638,0.305,1.707,0.671,9_3_3.csv
2018-07-09T12:04:26.161654,-0.723,-0.475,0.638,3.415,2.561,1.463,9_3_3.csv
2018-07-09T12:04:26.226827,-0.725,-0.453,0.646,2.561,1.22,0.488,9_3_3.csv
2018-07-09T12:04:26.284479,-0.722,-0.469,0.64,-0.732,2.439,0.61,9_3_3.csv
2018-07-09T12:04:26.338338,-0.729,-0.453,0.636,5.122,2.988,1.585,9_3_3.csv
2018-07-09T12:04:26.380950,-0.729,-0.453,0.636,2.5,0.854,1.22,9_3_3.csv
2018-07-09T12:04:26.431585,-0.729,-0.445,0.64,-0.854,0.915,0.427,9_3_3.csv
2018-07-09T12:04:26.474198,-0.729,-0.445,0.64,-2.256,-0.061,-0.488,9_3_3.csv
2018-07-09T12:04:26.523327,-0.726,-0.468,0.633,-3.963,-1.037,-1.524,9_3_3.csv
2018-07-09T12:04:26.590004,-0.729,-0.458,0.64,1.646,-0.671,0.061,9_3_3.csv
2018-07-09T12:04:26.643913,-0.729,-0.458,0.64,-1.341,-0.671,-0.671,9_3_3.csv
2018-07-09T12:04:26.691539,-0.724,-0.461,0.639,-1.707,-0.061,-0.671,9_3_3.csv
2018-07-09T12:04:26.769145,-0.725,-0.462,0.638,1.28,-0.061,-0.061,9_3_3.csv
2018-07-09T12:04:26.829806,-0.724,-0.465,0.644,-1.707,-1.22,-0.793,9_3_3.csv
