time,accel_x_list,accel_y_list,accel_z_list,gyro_x_list,gyro_y_list,gyro_z_list,filename
2018-07-09T10:32:55.634248,0.15,0.859,-0.407,13.049,-0.671,-8.293,8_8_1.csv
2018-07-09T10:32:55.674858,0.15,0.859,-0.407,13.049,-0.671,-8.293,8_8_1.csv
2018-07-09T10:32:55.735020,0.147,0.856,-0.416,-0.122,-2.195,-5.244,8_8_1.csv
2018-07-09T10:32:55.792675,0.147,0.856,-0.416,-5.976,-0.305,2.317,8_8_1.csv
2018-07-09T10:32:55.863889,0.153,0.858,-0.382,-3.659,-3.476,-1.585,8_8_1.csv
2018-07-09T10:32:55.909011,0.145,0.856,-0.367,-8.659,-5.976,-3.171,8_8_1.csv
2018-07-09T10:32:55.958144,0.145,0.856,-0.367,-3.476,-9.451,-4.573,8_8_1.csv
2018-07-09T10:32:56.001761,0.128,0.858,-0.371,6.951,0.915,1.22,8_8_1.csv
2018-07-09T10:32:56.060418,0.135,0.857,-0.382,3.841,1.22,3.354,8_8_1.csv
2018-07-09T10:32:56.098522,0.135,0.857,-0.382,1.524,1.951,2.134,8_8_1.csv
2018-07-09T10:32:56.143142,0.145,0.861,-0.394,5.976,1.646,1.585,8_8_1.csv
2018-07-09T10:32:56.205810,0.149,0.856,-0.39,-7.805,1.098,3.415,8_8_1.csv
2018-07-09T10:32:56.257951,0.149,0.856,-0.39,-5.915,2.378,5.0,8_8_1.csv
2018-07-09T10:32:56.315105,0.152,0.853,-0.379,0.244,1.159,1.28,8_8_1.csv
2018-07-09T10:32:56.360727,0.152,0.853,-0.379,9.146,0.122,-1.22,8_8_1.csv
2018-07-09T10:32:56.425401,0.145,0.857,-0.395,4.207,0.0,-1.037,8_8_1.csv
2018-07-09T10:32:56.472026,0.146,0.846,-0.394,2.622,-0.488,0.0,8_8_1.csv
2018-07-09T10:32:56.518652,0.146,0.846,-0.394,3.659,1.646,-0.061,8_8_1.csv
2018-07-09T10:32:56.564788,0.148,0.85,-0.411,-1.463,1.098,2.5,8_8_1.csv
2018-07-09T10:32:56.610911,0.15,0.85,-0.397,-3.049,1.463,0.427,8_8_1.csv
2018-07-09T10:32:56.657537,0.15,0.85,-0.397,1.951,2.378,0.61,8_8_1.csv
2018-07-09T10:32:56.704664,0.146,0.847,-0.406,3.11,1.707,0.61,8_8_1.csv
2018-07-09T10:32:56.932819,0.146,0.849,-0.392,-3.537,0.244,-1.22,8_8_1.csv
2018-07-09T10:32:56.981954,0.146,0.849,-0.392,-0.793,0.976,-0.122,8_8_1.csv
2018-07-09T10:32:57.033593,0.144,0.85,-0.413,5.305,1.159,0.854,8_8_1.csv
2018-07-09T10:32:57.080720,0.144,0.85,-0.413,2.683,0.488,1.037,8_8_1.csv
2018-07-09T10:32:57.129852,0.145,0.85,-0.406,-13.598,-1.89,-2.866,8_8_1.csv
2018-07-09T10:32:57.174768,0.137,0.851,-0.381,1.463,-0.61,-0.976,8_8_1.csv
2018-07-09T10:32:57.234930,0.137,0.851,-0.381,5.976,0.976,-0.061,8_8_1.csv
2018-07-09T10:32:57.290079,0.142,0.855,-0.401,1.646,3.232,5.122,8_8_1.csv
