time,accel_x_list,accel_y_list,accel_z_list,gyro_x_list,gyro_y_list,gyro_z_list,filename
2018-07-04T12:21:48.854184,-1.25,-0.205,0.212,54.573,-54.268,-121.707,1_9_3.csv
2018-07-04T12:21:48.899808,-1.25,-0.205,0.212,54.573,-54.268,-121.707,1_9_3.csv
2018-07-04T12:21:48.957964,-1.061,-0.212,0.185,15.244,-63.902,-126.524,1_9_3.csv
2018-07-04T12:21:49.024311,-0.869,-0.29,0.151,-17.073,-52.805,-92.195,1_9_3.csv
2018-07-04T12:21:49.071438,-0.869,-0.29,0.151,-8.11,-40.732,-61.402,1_9_3.csv
2018-07-04T12:21:49.135609,-0.853,-0.249,0.138,0.671,-16.646,-3.963,1_9_3.csv
2018-07-04T12:21:49.203291,-0.911,-0.217,0.119,-22.378,-10.793,17.134,1_9_3.csv
2018-07-04T12:21:49.259943,-0.926,-0.255,0.042,-75.244,5.427,49.207,1_9_3.csv
2018-07-04T12:21:49.306568,-0.926,-0.255,0.042,-92.073,16.159,68.902,1_9_3.csv
2018-07-04T12:21:49.353694,-0.933,-0.342,-0.047,-106.89,26.159,92.5,1_9_3.csv
2018-07-04T12:21:49.399316,-0.933,-0.342,-0.047,-89.329,39.817,124.817,1_9_3.csv
2018-07-04T12:21:49.448120,-1.067,-0.127,-0.149,-69.085,43.232,145.549,1_9_3.csv
2018-07-04T12:21:49.517807,-1.224,-0.176,-0.226,-143.598,60.183,145.0,1_9_3.csv
2018-07-04T12:21:49.557414,-1.224,-0.176,-0.226,-137.683,74.268,157.683,1_9_3.csv
2018-07-04T12:21:49.602033,-1.636,-0.123,-0.573,-243.171,82.073,149.695,1_9_3.csv
2018-07-04T12:21:49.859723,-0.892,0.491,-0.324,20.244,67.988,94.451,1_9_3.csv
2018-07-04T12:21:49.900941,-0.615,0.701,-0.491,51.22,32.988,87.012,1_9_3.csv
2018-07-04T12:21:49.951576,-0.615,0.701,-0.491,25.976,-28.11,77.927,1_9_3.csv
2018-07-04T12:21:50.000876,-0.517,0.455,-0.239,14.634,-65.305,40.854,1_9_3.csv
2018-07-04T12:21:50.057028,-0.282,0.874,-0.391,40.366,22.683,42.073,1_9_3.csv
2018-07-04T12:21:50.102302,-0.282,0.874,-0.391,33.415,20.854,51.28,1_9_3.csv
2018-07-04T12:21:50.166976,-0.333,0.871,-0.534,-13.963,27.744,22.805,1_9_3.csv
2018-07-04T12:21:50.211595,-0.333,0.871,-0.534,-51.646,41.585,11.159,1_9_3.csv
2018-07-04T12:21:50.258220,-0.25,0.83,-0.554,210.183,47.683,41.646,1_9_3.csv
2018-07-04T12:21:50.306349,-0.292,0.7,-0.487,212.805,65.732,40.61,1_9_3.csv
